B01BC7C8D59A80E648681AE1ABF989736E9F8C9E;comprimé pelliculé;2;OLMÉSARTAN MÉDOXOMIL;HYDROCHLOROTHIAZIDE;ALTEISDUO 20 mg/12,5 mg, comprimé pelliculé
86F16C2978E7CA45CD464EC1FF0298955B60FC09;comprimé;1;NÉVIRAPINE ANHYDRE;NEVIRAPINE MYLAN 200 mg, comprimé
11974AC35EA2E1A256113DFEB3B677F45193231B;solution pour pulvérisation ou;1;MENTHE POIVRÉE (HUILE ESSENTIELLE DE);LOCABIOTAL 0,25 %, solution pour pulvérisation nasale ou buccale
7B31978BFCC6F221978EA6605E40F5A86D0E259F;poudre et  solvant pour solution injectable;1;CEFTRIAXONE SODIQUE;CEFTRIAXONE EG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);3D51318113DFEDB41F3638050EA72605E65E96E4
9F7D097CF85563229B534FC73F2565EF39975399;comprimé à croquer;3;GALACTANE (SULFATE DE);LAURILSULFATE DE MYRTÉCAÏNE;ALUMINIUM (AMINO-ACÉTATE D');ACIDRINE, comprimé à croquer
115D3798948B5A268C55971C032505961F1DEC81;comprimé pelliculé;2;HYDROCHLOROTHIAZIDE;FUMARATE DE BISOPROLOL;BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW 10 mg/6,25 mg, comprimé pelliculé
7DAB960004E925024E6C7FEA8CC49BE7648622CC;comprimé pelliculé;2;LOSARTAN POTASSIQUE;HYDROCHLOROTHIAZIDE;LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 mg/12,5 mg, comprimé pelliculé
2DCA75E06DAF43066D4F754069A259DE96BF8C37;solution buvable;1;RISPÉRIDONE;RISPERIDONE SANDOZ 1 mg/mL, solution buvable
C6A0479D7DB80E76CA75A7A363DDFDC69728CA35;comprimé pelliculé;1;LOSARTAN POTASSIQUE;COZAAR 50 mg, comprimé pelliculé sécable
E58CFE859A794058B2994D28C721903D1748034D;suspension injectable;1;ANTIGÈNE  DE SURFACE DE L'HÉPATITE B RECOMBINANT  ;HBVAXPRO 5 microgrammes, suspension injectable en seringue préremplie. Vaccin de l'hépatite B (ADNr)
E6D68BF00DBB3B03E9194CF0BD4988073E18A526;comprimé pelliculé;2;EMTRICITABINE;FUMARATE DE TÉNOFOVIR DISOPROXIL;TRUVADA 200 mg/245 mg, comprimé pelliculé
D2B5416F53692D7A1CFA3689BB28E550969F31EA;collyre en solution;1;TIMOLOL (MALÉATE DE);TIMOPTOL L.P. 0,50 %, collyre en solution;6B197B763D8CFDADD07345B4AC51428B960ABF3F
0D21EDB6411BAD3CCBBC28FE2A607BAF83A8B71D;comprimé à libération modifiée;1;GLICLAZIDE;GLICLAZIDE ZYDUS 30 mg, comprimé à libération modifiée
8CCAC8D48612E0151D3B8577D208F234C4363AA8; comprimé et solution(s) et granules et poudre et pommade;1;CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES;CHINA RUBRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
8DB7D98A4626AA4B2313A0493F466F3D12DFEA5C;solution injectable;1;ADALIMUMAB ;HUMIRA 40 mg, solution injectable en stylo prérempli (0,8 ml)
938698889F90D37A1F34A058288B01DCBD9B82F4;comprimé pelliculé à libération modifiée;1;CLARITHROMYCINE;MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée
A652F118314ABC70007625BAED71472EBD926CFB;gélule gastro-résistant(e);1;CHLORHYDRATE DE DULOXÉTINE;DULOXETINE SANDOZ 30 mg, gélule gastro-résistante;2F6D92DDC7F78E2D890D275F654D06903446233B
096466DC4B1DAD6DB9221FF0E327E66153FE80E9;comprimé sécable;1;MALÉATE D'ÉNALAPRIL;ENALAPRIL MYLAN 20 mg, comprimé sécable
7E0DB077F00ECC39B5040A82E0CC253810DD616F;comprimé enrobé;2;ÉTHINYLESTRADIOL;GESTODÈNE;GESTODENE/ETHINYLESTRADIOL RANBAXY 75 microgrammes/20 microgrammes, comprimé enrobé
8234B3709E9E54C88A020DB7513A6C4BCF8B6C1F;solution injectable;1;MÉTHOTREXATE;METOJECT 30 mg/0,60 ml, solution injectable en stylo prérempli
310C2D151896797B4BE5D20F534E4A0CD0BA46A3;lyophilisat et  solution pour usage parentéral;1;CLORAZÉPATE DIPOTASSIQUE;TRANXENE 50 mg/2,5 ml, lyophilisat et solution pour usage parentéral
093DCD855662CEA8C5BD607D7C2A9310DE15A3DA;comprimé pelliculé sécable;1;CARVÉDILOL;CARVEDILOL ZENTIVA 12,5 mg, comprimé pelliculé sécable
2C18DBA37C413BC1CDBD55DCC40B387C456A08D8;poudre pour usage parentéral;1;CÉFÉPIME (DICHLORHYDRATE DE) MONOHYDRATÉ;AXEPIM 1 g, poudre pour usage parentéral;59B6EC7DF69EDE10927D111628C7DD0809D22550
BD856AFF925777A405055EF7549DBD2722812D6C;comprimé sécable;1;ACÉTATE DE CYPROTÉRONE;ERAPYL 50 mg, comprimé sécable
C90E1C60CC8FF5F01B8343904CB0F8C48F4E280F;comprimé sécable;1;CHLORHYDRATE DE SOTALOL;SOTALOL BIOGARAN 160 mg, comprimé sécable
F876F9D929E987152366A29F86F5B8F0221AF206;gélule;1;AMOXICILLINE TRIHYDRATÉE;AMOXICILLINE ZYDUS 500 mg, gélule;86FBAA802F98232E3C11C62AD388D25858F0451D
8636A194A19F7C861F5FE0C9FF3F9842743F4DBC;comprimé pelliculé sécable;1;CHLORHYDRATE DE MÉMANTINE;MEMANTINE CRISTERS 10 mg, comprimé pelliculé sécable;176EBA86C0037AA1DC290197CD81C6EC6CCC2AAE
7CDD2D9F5379CA2F7715EBDB82CE387C1C0AF681;gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;DYSPAGON 2 mg, gélule
F65ED8D9153E7BB12D4BB05CA7D82EAC5E7F8B43;solution injectable;1;MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA ;MIRCERA 200 microgrammes/0,3 ml, solution injectable en seringue préremplie
59BC846FE4A189C9F5A9CA5EC4426ECA6A011D95;poudre pour solution injectable;1;CÉFÉPIME (DICHLORHYDRATE DE) MONOHYDRATÉ;AXEPIM 2 g, poudre pour solution injectable;281EA721F07C24FE2540FA584DD27F67C4F14FFE
7CFC2C64964E2903E961C6D24ACC5ED40A191E62;comprimé à libération prolongée;1;CHLORHYDRATE DE BUPROPIONE;ZYBAN L.P. 150 mg, comprimé à libération prolongée
9D4C3DE31DB3F918095A8C97B0D336F3093472C5;gélule;1;ORTHOSIPHON (FEUILLE ET DE TIGE D'), EXTRAIT SEC DE;ELUSANES ORTHOSIPHON, gélule
084CCD72553F86399FC4090297D4B17EFB02FB14;comprimé sécable;1;CANDÉSARTAN CILEXÉTIL;CANDESARTAN ARROW 16 mg, comprimé sécable
1D376889358B02FBF1056B1A32B245C06E780CC1;comprimé sécable;1;CAPTOPRIL;CAPTOPRIL ZENTIVA 25 mg, comprimé sécable
BA8C23D3FFB17DF491E2B98B80C471EFC5E6DF16;gélule;1;CHLORURE DE POTASSIUM;DIFFU K, gélule
24D06086DB4A04B6BB68C71C6D2BB8FA555CF92A;poudre pour solution injectable;1;PHYTATE DE SODIUM ANHYDRE;PHYTACIS. Trousse pour la préparation de la solution injectable de phytate de technétium [99m Tc]
A5177121014B07C19A9A627F3F80F3F64764E69C;gélule;1;CHLORHYDRATE DE TRAMADOL;TRAMADOL ACTAVIS 50 mg, gélule
2B70BFEF1779702CF0CC3D48DA13DF82227FE34C;comprimé pelliculé sécable à libération prolongée;1;SODIUM (VALPROATE DE);VALPROATE DE SODIUM GNR L.P. 500 mg, comprimé pelliculé sécable à libération prolongée
C61E152D55381B9304BAAFAD91BC3007F4881CA8;granules et  solution en gouttes en gouttes;1;ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES;ALUMINA WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
8DADA774B062A8A4997AB540B716563E41EB9354;comprimé pelliculé;1;IBUPROFÈNE;IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé
191F91D28E8A4DF8CAFDD9F9962F1E86638303D3;suspension pour pulvérisation;2;CHLORHEXIDINE (DIGLUCONATE DE), SOLUTION DE;PIVALATE DE TIXOCORTOL;RHINADVIL MAUX DE GORGE TIXOCORTOL/CHLORHEXIDINE, suspension pour pulvérisation buccale
0598AA4D27198548787CB2765927F4837BEA2A10;comprimé sécable;1;SÉLÉGILINE (CHLORHYDRATE DE);DEPRENYL 5 mg, comprimé sécable
B0007B56604B054C301AF90381B0A5E5992678F4;solution pour irrigation oculaire;1;POVIDONE IODÉE;BETADINE 5 POUR CENT, solution pour irrigation oculaire en recipient unidose
0E6A198C3B9D406E8976D1D7650091A83D5C23CA;comprimé pelliculé;1;OXALATE D'ESCITALOPRAM;ESCITALOPRAM ZYDUS 5 mg, comprimé pelliculé;71FFFD546EEC7191B6B6B7B010748EA12E981A33
5A0002C08E0C8A146CAD7FCB08C53F28A51DD765;comprimé pelliculé sécable;1;BÉNAZÉPRIL (CHLORHYDRATE DE);BRIEM 5 mg, comprimé pelliculé sécable
3E9E1AAF7E19E1FA106765333E96619688614A61;poudre et  solvant pour solution injectable ou pour perfusion;1;LÉNOGRASTIM ;GRANOCYTE 34 Millions UI/ml, poudre et solvant pour solution injectable/perfusion en seringue préremplie
BAE321BC4DD39EF27D587B80CEE54C47D3BC583E;comprimé pelliculé;1;DICHLORHYDRATE DE LÉVOCÉTIRIZINE;LEVOCETIRIZINE SANDOZ 5 mg, comprimé pelliculé;87239F76B3E13DB21DA1CC08406BF9935EE9845B
5C93CA2DBEB767BD3C466AA9C4E2A382DA631B70;comprimé enrobé à libération prolongée;1;DICLOFÉNAC SODIQUE;VOLTARENE LP 75 mg, comprimé enrobé à libération prolongée;BEF952A296012187BC1C0350171BEFD66C482E1D
093565719ED32F0C67A8D9BFC098CACF81A3C8EF;poudre pour solution pour perfusion;1;OMÉPRAZOLE;OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
BC85CA87D4B0DA0E2F247A4103DA737F2ADEAF02;gélule à libération prolongée;1;CHLORHYDRATE DE TRAMADOL;MONOCRIXO L.P. 200 mg, gélule à libération prolongée (UNE PRISE QUOTIDIENNE)
028F90911B3393453161F9B42F17D5D15A09E276;comprimé pelliculé;2;LOSARTAN POTASSIQUE;HYDROCHLOROTHIAZIDE;LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 50 mg/12,5 mg, comprimé pelliculé
6E1357CF29036DF1687240FB3050789DBDF622B0;comprimé pelliculé sécable;1;MORPHINE (SULFATE DE);SEVREDOL 20 mg, comprimé pelliculé sécable;4E01997558F712EFB023DAF5389E517B32FEDFDD
049C663A78F451DDD5C64EA22415AEBB2A1A66E5;crème;1;FUSIDIQUE (ACIDE);ACIDE FUSIDIQUE MYLAN 2 %, crème
15211715B88EEE9CFC29F7138AF218A0D55A5A94; comprimé et solution(s) et granules et poudre et pommade;1;MELILOTUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;MELILOTUS OFFICINALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
1CA97CE2B62287985CEE6F5CB8723A2F46AC2C5A;comprimé pelliculé;1;LÉTROZOLE;LETROZOLE TEVA 2,5 mg, comprimé pelliculé
C5D805F59646AC8F19DD8139BF55837D90C9218E;comprimé à libération prolongée;1;MÉSILATE DE DOXAZOSINE;DOXAZOSINE ARROW LP 8 mg, comprimé à libération prolongée;DFCA542E9F5931F5F375B99F9B030C4D0E30A467
DB527D09FB3D16CBDDBEF7FFE3ED4B575454021A;solution pour lavage;2;BORIQUE (ACIDE);BORAX;DACUDOSES, solution pour lavage ophtalmique en récipient unidose
C67AF55AA4AEBE9D19CCC4DF2FA599E30C2A6025;gel pour application;1;CHLORHYDRATE DE DIPHÉNHYDRAMINE;BUTIX, gel pour application locale
0D160BBE8EC5DED03C05901B72CB8181FF726F54;comprimé pelliculé sécable;2;PÉRINDOPRIL ARGININE;FUMARATE DE BISOPROLOL;COSIMPREL 5 mg/10 mg comprimé pelliculé sécable
8E838231DA614FA1B7ADAF66B4EBF0884EA5E323;solution;2;BENZALKONIUM (CHLORURE DE);CHLORHYDRATE DE PHÉNYLÉPHRINE;HUMOXAL, solution nasale
316BD84A2B719AA07D12078157EF32768FACA12D;solution injectable pour perfusion;18;PHÉNYLALANINE;VALINE;ALANINE;TYROSINE;ISOLEUCINE;ASPARTIQUE (ACIDE);HISTIDINE;L-LYSINE;ACIDE GLUTAMIQUE;PROLINE;TRYPTOPHANE L;SÉRINE;GLYCINE;MÉTHIONINE;CYSTÉINE;LEUCINE;THRÉONINE;ARGININE;HYPERAMINE 20, solution injectable pour perfusion en flacon
8EAF766295D44667867DEBE1135505A7CF42E6BC;gélule;1;TÉMOZOLOMIDE;TEMODAL 20 mg, gélule
812D692078ED2EE90289289D8A2DF4E01FDBCDC1;solution injectable;2;OXYDE DE GADOLINIUM;DOTA;ARTIREM 0,0025 mmol/ml, solution injectable
684A6B0B95D7277258AB3D8BA1812DDBF1B5B945;solution et  solution pour perfusion;18;PHÉNYLALANINE;VALINE;ALANINE;TYROSINE;ISOLEUCINE;HISTIDINE;ACIDE ACÉTIQUE GLACIAL;PROLINE;TAURINE;TRYPTOPHANE L;ACÉTATE DE LYSINE;SÉRINE;GLYCINE;MÉTHIONINE;GLUCOSE MONOHYDRATÉ;LEUCINE;THRÉONINE;ARGININE;AMINOMIX 500, solution pour perfusion
708EDCFB7F77FA1D9994FFC0355D6B20D122E7D1; comprimé et solution(s) et granules et poudre et pommade;1;COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES;COLOCYNTHIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
75B33C0DF0FEE3FB40E3AB49F814A3DA5464DFCE;microsphère et  solution pour usage parentéral à libération prolongée;1;LEUPRORÉLINE;ENANTONE LP 3,75 mg, microsphères et solution pour usage parentéral (S.C. ou I.M.) à libération prolongée en seringue pré-remplie
4CD9BC8E9ECF8535123C4E85C07E18F274EDDE4D;gel;1;BÊTA-ESTRADIOL HÉMIHYDRATÉ;ESTREVA 0,1 %, gel;53731846B6B2F52E53EFF000B02E5265F280D430
E63CF3AF3968AB088E4EAFEF0DD50F481D1B6D14;solution injectable;1;TINZAPARINE SODIQUE ;INNOHEP 4 500 UI anti-Xa/0,45 ml, solution injectable en seringue préremplie
447C0FECDBE1E6A2F39DCC3541DDB2BDF0D8B62D;comprimé sécable;1;RAMIPRIL;RAMIPRIL SANDOZ 5 mg, comprimé sécable
F67384882F390A28D17F0954C7C41654BC0D91AC;comprimé;1;GLIMÉPIRIDE;GLIMEPIRIDE RATIO 3 mg, comprimé
3A7667D7B64B741DDFF145D9795846B99859BDDA;gélule;1;CHLORHYDRATE DE SERTRALINE;SERTRALINE ZYDUS FRANCE 50 mg, gélule;691EB3E3EB80264542D3FB2B19CF6E37B7955921
1AABC4728462A31903A69E9B6D5917314F593A56;poudre pour suspension buvable;1;SUCCINIMIDE;SUCCINIMIDE PHARBIOL 3 g, poudre pour suspension buvable en sachet-dose
08A5939A5A5C73A76AA0E9AFC418155036D3A12B;comprimé quadrisécable;1;CHLORHYDRATE DE NÉBIVOLOL;NEBIVOLOL SANDOZ 5 mg, comprimé quadrisécable;80A6459B910F88B4B7C66F2F7496441664277D44
F6E82882C2EDD436F34D0681B09AB5563EA06807;comprimé à libération prolongée;1;CHLORHYDRATE DE TRAMADOL;TRAMADOL ZENTIVA LP 150 mg, comprimé à libération prolongée
365026906B43D1C8FCA43AC4216807521FC1B0AA;gélule;1;OLIVIER;ARKOGELULES OLIVIER, gélule
1E94CF824D3B80A2216859EA02526ED439049BAF;solution injectable;1;FOLLITROPINE ALFA ;GONAL-F 300 UI/0,5 ml (22 microgrammes/0,5 ml), solution injectable en stylo prérempli
29E23F42596F8275D7AD86E81CBFF4BB71741A34;comprimé pelliculé;1;ATORVASTATINE CALCIQUE;ATORVASTATINE MYLAN PHARMA 10 mg, comprimé pelliculé;7E50B27A34CEE62F4D52506823E3A8FAFB54D139
0BD0493BD0919DC4DA2EC7539657F7B1AD7D5A88;gélule;1;BÉTAHISTINE (MÉSILATE DE);EXTOVYL, gélule
72CA525AF92E12B391E3BB0FB061A93F5A404132;gélule;1;PRÉGABALINE;PREGABALINE SANDOZ GMBH 25 mg, gélule
F90B163FD4DE10AB9C1F0A91F4A55458CD74554E;comprimé pelliculé;1;ATORVASTATINE CALCIQUE;ATORVASTATINE MYLAN PHARMA 80 mg, comprimé pelliculé;F98A48EBC01E65C941FB76F5A73906090A7060D6
2037B103CA06B9D2CE3F09C64453C20731F6D52F;comprimé;1;PARACÉTAMOL;DAFALGAN 500 mg, comprimé
E60DAEFC33C7729697EE87F272492E83099D5CA5;gélule;1;AMOXICILLINE TRIHYDRATÉE;AMOXICILLINE EG LABO 500 mg, gélule;9AD29549CE8220E043975EE0F9F1D242B4A78647
D39743520C7CA8C1E0E6C4C78E90F84EC9378030;gélule;1;PRÉGABALINE;LYRICA 75 mg, gélule
35F2564F4C383A305A30F00A7591DDD47AAE6C77;microgranule gastro-résistant(e) en gélule;1;ÉRYTHROMYCINE DIHYDRATÉE;EGERY, microgranules gastro-résistants en gélule;75A6855067E76D8B0B48773F941247C5E1EA1B82
4C464B96144ED3121B38E3CE3BBF0D31DC153BFB;sirop;1;CARBOCISTÉINE;CARBOCISTEINE TEVA CONSEIL 2 POUR CENT ENFANTS, sirop
E47A03292965F51E1246EF3F10798BF8B225E096;comprimé sécable;1;RAMIPRIL;RAMIPRIL BIOGARAN 10 mg, comprimé sécable
FAE99E57DFFCE707DFB6FF34C96D2D2CD4DC0460;gélule;1;PRÉGABALINE;PREGABALINE MYLAN 25 mg, gélule
EF61CF50A62465BE153B2ECC2C95CF15A1928E31;comprimé pelliculé sécable;1;AMISULPRIDE;AMISULPRIDE ACTAVIS 400 mg, comprimé pelliculé sécable
0AAF80BC6B064F6EEE652A175A0FF606A5619AB8;gélule;1;CHLORHYDRATE D'OXYCODONE;OXYCODONE SANDOZ 10 mg, gélule;D0535ADB6E83BF7A29EB5F5D449310D2940A1244
048DFE3DC89DFE020C801E0D97DB50C233ECCF0A;solution buvable;1;GINKGO (EXTRAIT DE);GINKOGINK, solution buvable
856E6799B9C0936B4F085945B1E2C62735240744;comprimé pelliculé sécable;1;CHLORHYDRATE DE MIANSÉRINE;MIANSERINE CRISTERS 30 mg, comprimé pelliculé sécable
F1E5C75E33FC0FFBAE69A3B62AA6C548C55F77F9;comprimé sécable;1;PREDNISONE;PREDNISONE ZENTIVA 20 mg, comprimé sécable
37F70F531597A5AE1B110EBAEBB1DCCDA6F86641;solution buvable gouttes;1;PIPAMPÉRONE (CHLORHYDRATE DE);DIPIPERON 40 mg/ml, solution buvable en gouttes;025996F7408156903FE1207B314F43D338949CF0
B609BC079083EF7FB67B929CFCB9F95233F54262;granules et  poudre et  solution en gouttes en gouttes;1;BISMUTHUM POUR PRÉPARATIONS HOMÉOPATHIQUES;BISMUTHUM WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
F30FD55F48A8C8CB664A4B9BB6899515F46EBD7E;microgranule gastro-résistant(e);1;OMÉPRAZOLE;OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
33F86FDD189E42CAA0C32D145FEDBA3B643EA0FC;comprimé pelliculé sécable;1;VALSARTAN;VALSARTAN ISOMED 40 mg, comprimé pelliculé sécable
8EA632D47AE375E4405C5A272EF8914A775C5B0C;gel;1;TESTOSTÉRONE;ANDROGEL 50 mg, gel en sachet-dose
CA1D0DA5E2499909B1292444799B2161B8113479;solution injectable;4;GLUCONATE DE QUININE;QUINIDINE (GLUCONATE DE);CINCHONIDINE (CHLORHYDRATE DE);CINCHONINE (CHLORHYDRATE DE);QUINIMAX 500 mg/4 ml, solution injectable
73225566A26B39C4A6135067E6888FD5D697C3C8;poudre et  solvant pour solution injectable;1;CEFTRIAXONE SODIQUE;CEFTRIAXONE ZENTIVA 500 mg/5 ml, poudre et solvant pour solution injectable (IV);B99DA6ADADA23075640C915CAE7C3E683A88AD3B
08DBBDED3B926D9E52194E8BA1AE1AF97CA07BBD;solution injectable;1;ADALIMUMAB ;HUMIRA 40 mg/0,8 ml, solution injectable
57566E8B675DFF1B63C2F30738F9E6EA6DB48264;comprimé pelliculé;2;LOSARTAN POTASSIQUE;HYDROCHLOROTHIAZIDE;LOSARTAN/HYDROCHLOROTHIAZIDE TEVA 50 mg/12,5 mg, comprimé pelliculé
7963C8FD46510D5BA83C8A16172903F96B61F7AD;comprimé;1;NICORANDIL;ADANCOR 20 mg, comprimé
F9F6B761407AF80B68994D1F1552376CCD035F1D;solution pour inhalation par nébuliseur;1;SULFATE DE SALBUTAMOL;SALBUTAMOL ARROW 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose;612436F4DA59A2A3AA34B8C23B470E81FC0E5AAB
033EFBA5E12348A4E62D1CFD339DD1F2725B32E9;solution injectable ou pour perfusion;1;IOVERSOL;OPTIJECT 350 mg d'I/mL, solution injectable ou pour perfusion;1139120FF3906A3CBE8B11BE71B080D8422C17DF
1A6489E2D42D361564F6805A07C23445AC5CD969;solution injectable;1;POLYOSIDE DE SALMONELLA TYPHI SOUCHE TY2;TYPHERIX, solution injectable en seringue préremplie Vaccin typhoïdique polyosidique
A82C3462387EA50D106A2385756BA19CD0366CEC;comprimé orodispersible;1;OLANZAPINE;ZYPREXA VELOTAB 15 mg, comprimé orodispersible
A3790AFB8532DC072B41F993E3F963A2DF42CFC5;comprimé pelliculé;2;MALÉATE D'ÉNALAPRIL;CHLORHYDRATE DE LERCANIDIPINE;ZANEXTRA 20 mg/10 mg, comprimé pelliculé
35C69F48505D5F166EFEA8509234BB78443C35AB;comprimé pelliculé;1;KÉTOPROFÈNE;KETUM 100 mg, comprimé pelliculé
6F29A95B88F98B09AB8C30F33DA37D2D36D0A7F4;crème;1;CICLOPIROX OLAMINE;MYCOSTER 1 pour cent, crème
01B3FCD4AEC2D16C3C08E80509C2AC66B3C8570B;solution buvable en gouttes;1;PARACÉTAMOL;DOLSTIC 100 mg/ml, solution buvable en gouttes
2801F714BE3F1CFDE23B62B16CD89157987DA12F;comprimé;1;ACÉTYLLEUCINE;ACETYLLEUCINE BIOGARAN 500 mg, comprimé
C86A191D170929C74D6870823CCD719B26E033E1;pommade;1;CHLORHYDRATE DE CHLORTÉTRACYCLINE;AUREOMYCINE MONOT 3 POUR CENT, pommade
9CD1751D8E0A453BAB591B408125AB212244549A;solution à diluer pour perfusion;1;CHLORHYDRATE DE GEMCITABINE;GEMCITABINE ARROW 40 mg/ml, solution à diluer pour perfusion;3DCD1B91AFD3FA7AC1D7591AE7EF6DB45E3E2A12
C65329DAA760AEE620F8A71E0A8AED5B9AFE63C7;poudre et  solvant pour solution injectable;3;PRALIDOXIME (MÉTHYLSULFATE DE);CHLORHYDRATE D'AVIZAFONE;ATROPINE (SULFATE D');INEUROPE, poudre et solvant pour solution injectable
8C6031AEF92AB47DC7276CFE3AAFF0153DF6DF8E;comprimé;1;MOLSIDOMINE;MOLSIDOMINE BIOGARAN 4 mg, comprimé
189542BA468C0876C6F9D4D07EF88344E07198BD;suspension buvable;1;GEL DE PHOSPHATE D'ALUMINIUM;PHOSPHALUGEL, suspension buvable en flacon
19DAB56B8DE1FE619B638C5EFBB289292AB7C538;comprimé pelliculé;1;EXTRAIT SEC RAFFINÉ ET QUANTIFIÉ DE GINKGO;VITALOGINK 40 mg, comprimé pelliculé
56423801C102EFD7F1DBBBE1DA68EDF767A30A87;gélule;1;CÉLÉCOXIB;CELECOXIB BIOGARAN 100 mg, gélule
6D32F493133823856EA2C22A3E02213BD406299D;comprimé pelliculé;1;HYDROGÉNOSULFATE DE CLOPIDOGREL;CLOPIDOGREL ZF 75 mg, comprimé pelliculé;9C10816476862A6D1862B8C5CAA32532CF5F3977
B079BBC1DC26BED2B731778A9DE6429CF8B9815F;gel;2;TRÉTINOÏNE;CLINDAMYCINE (PHOSPHATE DE);ZANEA 10 mg/0,25 mg par g, gel
E485C46E7997595AAC95AF73C5673EB0718C93CF;solution buvable;1;CARBOCISTÉINE;CARBOCISTEINE EG 5 % ADULTES SANS SUCRE, solution buvable édulcorée à la saccharine sodique
3F7604C0682A46F3250913B88A60111E0AF770E5;gélule;1;VALERIANE (RHIZOME DE) (POUDRE DE);ARKOGELULES VALERIANE, gélule
FBEBC74344748D86CDC0DE3381C081E2E1F0108C;comprimé pelliculé à libération prolongée;1;CHLORHYDRATE DE ROPINIROLE;ROPINIROLE SANDOZ LP 8 mg, comprimé pelliculé à libération prolongée;27904844B2F79C695DC2CDE13187FCA990B8DDB8
8C39BD4B9517A8B87447086BD8E702EBAB2CE277;suspension pour inhalation par nébuliseur;1;BUDÉSONIDE;BUDESONIDE TEVA 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
70151E365BC870E43618DF8A93B27552929C565C;solution injectable;1;SULFATE D'IOBENGUANE;ADREVIEW [123I] 74 MBq/mL, solution injectable;32995B2769B8FAC09DFBBD250F0868B532D6FDDB
2A801AA378348DB2A4FA26E29194F382A743DF33;comprimé pelliculé;1;CHLORHYDRATE DE ROPINIROLE;ROPINIROLE ACCORD 5 mg, comprimé pelliculé;D25A10CFA3528DF42CB675E74F57CC1E53E412A1
B54C6FDBD39786F1AF7D74E889D6FE3A5A281358;suspension;1;PROPIONATE DE FLUTICASONE;FLIXONASE 50 microgrammes/dose, suspension nasale en flacon pulvérisateur avec pompe doseuse
A3DDD9DD9CCB35BCE22303FAE11DE4FD8578B35E;comprimé;1;ALLOPURINOL;ALLOPURINOL TEVA 100 mg, comprimé
306BEE4B0F4E3BACB804BE87402D9EB7B9E51EC0;solution injectable;1;CHLORHYDRATE DE TRAMADOL;TRAMADOL LAVOISIER 50 mg/ml, solution injectable
18BEBA08B8F3C8EBA40A35B04271440946592623;comprimé sécable;1;PÉRINDOPRIL TERT-BUTYLAMINE;PERINDOPRIL EG 4 mg, comprimé sécable;79955A540BE813BB41B2BF4F569C0638BBD49F93
86C99659F3837BCAD633ED4229DF8B4401541155;comprimé;1;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ;PRAMIPEXOLE TEVA 0,18 mg, comprimé;2BC633A669E591690C0D3197D401206E5D15DC6C
13015D395F380B4A5015A8533760414379801F00;comprimé;1;GLIMÉPIRIDE;GLIMEPIRIDE RANBAXY 4 mg, comprimé
0E5471383040D80AE7EA7C48732CE6AB00163BC3; comprimé et solution(s) et granules et poudre et pommade;1;GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;GLONOINUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH
E6D3F1612E4567D91490BDCF8AE533B5785BBD3A; comprimé et solution(s) et granules et poudre et pommade;1;MERCURIUS CORROSIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES;MERCURIUS CORROSIVUS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH
9A91BA858E80EA13C7C19EC4D8898C1B09243A1D;solution injectable;1;TINZAPARINE SODIQUE ;INNOHEP 18 000 UI anti-Xa/0,9 ml, solution injectable en seringue préremplie
4E3DEE75530BCDFB957018E8B1A52FCE45C8C39F;comprimé pelliculé sécable;1;VALSARTAN;VALSARTAN ARROW LAB 80 mg, comprimé pelliculé sécable
839055FC0AB1151DE41FA700074E481E9A10BAC0;emplâtre médicamenteux(se);1;DICLOFÉNAC SODIQUE;VOLTARENPLAST 1 %, emplâtre médicamenteux
